machine_id,machine_type,temperature,vibration,current,load,operating_hours,maintenance_count,ambient_temperature,humidity,risk_score,failure
MCH-CNC-1000,CNC,57.44,2.321,18.35,61.88,3547.7,4,29.08,44.64,0.1482,0
MCH-CNC-1000,CNC,54.54,2.115,19.5,51.53,3602.5,4,27.5,72.78,0.1398,0
MCH-CNC-1000,CNC,52.53,2.061,19.27,60.09,3661.3,4,33.32,65.28,0.0573,0
MCH-CNC-1000,CNC,56.66,18.0,17.69,43.97,3708.9,4,34.42,49.51,0.4504,1
MCH-CNC-1000,CNC,58.93,1.519,16.12,47.19,3754.1,4,24.82,60.28,0.1383,0
MCH-CNC-1000,CNC,55.83,1.576,14.53,60.43,3813.1,4,26.11,60.51,0.0817,0
MCH-CNC-1000,CNC,55.41,2.228,18.34,64.24,3862.2,4,25.18,52.84,0.1042,0
MCH-CNC-1000,CNC,57.46,1.882,18.78,57.87,3929.0,4,27.53,64.95,0.1021,0
MCH-CNC-1000,CNC,51.11,1.555,14.5,54.57,3986.4,4,31.0,51.58,0.0079,0
MCH-CNC-1000,CNC,58.27,2.398,17.9,70.83,4059.7,4,28.37,44.95,0.2531,0
MCH-CNC-1000,CNC,50.56,1.734,17.46,66.43,4127.8,4,34.88,38.41,0.1029,0
MCH-CNC-1000,CNC,51.88,2.142,17.8,45.35,4180.2,5,31.71,47.74,0.0125,0
MCH-CNC-1000,CNC,51.79,1.804,18.64,58.49,4253.5,5,29.31,59.34,0.0872,0
MCH-CNC-1000,CNC,53.97,1.557,19.6,57.35,4325.7,5,32.46,59.6,0.1027,0
MCH-CNC-1000,CNC,56.05,2.585,21.12,60.56,4381.2,5,28.64,67.91,0.3831,0
MCH-CNC-1000,CNC,56.0,1.992,18.47,53.33,4432.8,5,21.64,30.12,0.0771,0
MCH-CNC-1000,CNC,53.62,1.912,20.91,68.85,4500.1,5,24.15,59.17,0.1711,0
MCH-CNC-1000,CNC,54.15,2.056,18.93,57.29,4545.7,5,32.26,41.3,0.0648,0
MCH-CNC-1000,CNC,62.79,2.067,20.15,60.73,4593.6,5,30.32,54.32,0.381,0
MCH-CNC-1000,CNC,52.66,2.129,16.72,65.32,4633.9,5,32.34,59.4,0.1297,0
MCH-CNC-1000,CNC,56.36,1.907,19.4,45.35,4705.4,5,26.66,31.11,0.0708,0
MCH-CNC-1000,CNC,59.09,2.269,16.92,47.98,4772.0,5,16.14,48.48,0.2594,0
MCH-CNC-1000,CNC,56.3,1.832,120.0,47.51,4840.2,5,26.81,56.19,0.113,1
MCH-CNC-1000,CNC,56.03,2.2,16.97,67.18,4911.5,5,34.52,43.36,0.0938,0
MCH-CNC-1000,CNC,59.01,1.943,20.11,56.46,4969.8,5,33.82,56.58,0.2552,0
MCH-CNC-1000,CNC,59.69,1.891,16.59,56.41,5032.6,6,29.81,36.21,0.1513,0
MCH-CNC-1000,CNC,53.38,2.344,14.41,53.71,5078.1,6,21.25,45.09,0.1136,0
MCH-CNC-1000,CNC,54.46,1.924,17.76,61.63,5122.7,6,23.97,63.48,0.0273,0
MCH-CNC-1000,CNC,56.16,2.167,18.44,76.28,5189.5,6,27.65,51.32,0.185,0
MCH-CNC-1000,CNC,51.9,1.627,16.67,59.43,5248.3,6,29.34,55.61,0.0,0
MCH-CNC-1000,CNC,57.7,2.222,17.76,54.78,5310.9,6,30.19,57.26,0.1276,0
MCH-CNC-1000,CNC,54.8,2.079,16.65,61.52,5381.5,6,22.18,71.03,0.0,0
MCH-CNC-1000,CNC,54.24,2.109,14.39,50.75,5446.9,6,26.82,42.13,0.0898,0
MCH-CNC-1000,CNC,60.99,1.647,16.74,61.88,5509.1,6,34.44,40.33,0.2127,0
MCH-CNC-1000,CNC,60.46,1.504,16.08,56.61,5571.4,6,25.92,64.75,0.2336,0
MCH-CNC-1000,CNC,49.68,2.155,17.13,70.2,5623.6,6,25.49,47.36,0.1034,0
MCH-CNC-1000,CNC,57.29,2.134,15.47,64.3,5664.8,6,23.86,57.82,0.1754,0
MCH-CNC-1000,CNC,56.34,1.758,16.08,65.71,5722.3,6,28.97,47.63,0.0829,0
MCH-CNC-1000,CNC,53.68,2.01,18.4,55.04,5770.9,6,29.88,48.6,0.0447,0
MCH-CNC-1000,CNC,59.09,1.688,14.38,72.89,5827.2,6,38.2,50.14,0.2306,0
MCH-CNC-1000,CNC,54.07,1.914,17.72,51.09,5901.3,7,30.32,61.29,0.0121,0
MCH-CNC-1000,CNC,57.1,2.616,18.26,57.3,5950.7,7,27.43,62.38,0.283,0
MCH-CNC-1000,CNC,51.19,1.481,18.25,56.88,5993.0,7,35.39,52.91,0.079,0
MCH-CNC-1000,CNC,51.69,2.176,18.48,53.05,6044.3,7,28.71,69.55,0.1783,0
MCH-CNC-1000,CNC,49.92,1.995,16.65,57.26,6096.0,7,27.67,34.53,0.0877,0
MCH-CNC-1000,CNC,56.45,1.843,14.15,66.28,6162.5,7,29.09,46.43,0.0734,0
MCH-CNC-1000,CNC,57.51,2.105,21.57,63.36,6224.8,7,29.55,53.0,0.255,0
MCH-CNC-1000,CNC,56.88,2.376,17.22,56.52,6296.1,7,26.08,64.49,0.2057,0
MCH-CNC-1000,CNC,53.62,1.873,18.47,58.03,6362.7,7,31.81,27.98,0.0415,0
MCH-CNC-1000,CNC,52.65,1.304,16.55,52.68,6419.0,7,27.2,68.36,0.0278,0
MCH-CNC-1000,CNC,51.91,1.983,19.57,52.19,6491.5,7,24.36,61.7,0.0423,0
MCH-CNC-1000,CNC,56.94,1.996,19.05,51.72,6538.2,7,27.95,52.47,0.0614,0
MCH-CNC-1000,CNC,50.31,2.206,17.47,51.82,6579.1,7,27.62,68.54,0.1104,0
MCH-CNC-1000,CNC,50.51,1.723,20.19,62.26,6622.7,7,31.07,41.32,0.0,0
MCH-CNC-1000,CNC,56.34,2.017,18.82,58.5,6691.6,8,29.11,56.9,0.1005,0
MCH-CNC-1000,CNC,57.42,1.514,14.63,68.01,6750.1,8,32.75,42.75,0.1064,0
MCH-CNC-1000,CNC,55.3,2.279,20.7,64.13,6796.5,8,26.51,44.28,0.2829,0
MCH-CNC-1000,CNC,54.1,1.695,21.07,74.28,6856.6,8,32.54,43.95,0.2459,0
MCH-CNC-1000,CNC,180.0,2.133,19.87,65.08,6902.7,8,30.96,62.64,0.4966,1
MCH-CNC-1000,CNC,49.65,2.025,17.17,49.76,6970.5,8,34.73,75.75,0.0483,0
MCH-CNC-1000,CNC,55.77,2.405,18.02,61.62,7028.4,8,23.63,59.76,0.1663,0
MCH-CNC-1000,CNC,51.09,1.985,17.88,74.38,7083.6,8,31.58,55.14,0.0612,0
MCH-CNC-1000,CNC,55.13,1.939,16.38,58.79,7135.7,8,25.02,40.0,0.0405,0
MCH-CNC-1000,CNC,56.17,1.464,17.82,67.97,7200.9,8,32.24,67.31,0.0464,0
MCH-CNC-1000,CNC,52.46,1.675,18.52,63.03,7255.4,8,33.15,68.2,0.1325,0
MCH-CNC-1000,CNC,51.27,1.904,18.33,58.38,7298.9,8,25.69,58.03,0.0257,0
MCH-CNC-1000,CNC,53.12,2.093,17.4,61.95,7343.6,8,29.09,41.33,0.0917,0
MCH-CNC-1000,CNC,59.31,1.651,14.83,45.11,7422.1,8,28.12,55.37,0.0893,0
MCH-CNC-1000,CNC,58.64,1.198,18.59,72.49,7498.4,8,23.49,50.44,0.1755,0
MCH-CNC-1000,CNC,52.32,1.902,20.14,74.7,7566.4,9,26.66,77.86,0.1003,0
MCH-CNC-1000,CNC,60.26,1.972,18.2,62.92,7617.0,9,40.72,65.22,0.2861,0
MCH-CNC-1000,CNC,57.91,1.891,17.27,67.27,7695.8,9,28.12,58.34,0.1435,0
MCH-CNC-1000,CNC,56.01,2.127,15.09,65.33,7766.9,9,24.07,37.69,0.1516,0
MCH-CNC-1000,CNC,55.25,1.792,19.25,49.26,7835.6,9,26.37,47.98,0.0822,0
MCH-CNC-1000,CNC,55.84,1.698,19.09,60.5,7893.6,9,20.43,31.5,0.1133,0
MCH-CNC-1000,CNC,54.34,1.969,17.96,61.8,7944.5,9,31.79,41.67,0.0313,0
MCH-CNC-1000,CNC,51.72,2.087,19.87,56.55,7988.3,9,17.99,34.55,0.1192,0
MCH-CNC-1000,CNC,53.33,1.877,18.06,57.51,8064.4,9,32.2,46.89,0.0372,0
MCH-CNC-1000,CNC,56.44,1.539,18.58,60.82,8122.7,9,27.41,74.06,0.1241,0
MCH-CNC-1000,CNC,61.18,1.932,16.08,60.56,8170.8,9,23.7,45.98,0.2405,0
MCH-CNC-1000,CNC,56.67,1.813,19.48,69.26,8223.0,9,33.75,61.35,0.3023,0
MCH-CNC-1000,CNC,49.36,1.905,16.7,60.95,8286.2,9,25.71,53.01,0.1002,0
MCH-CNC-1000,CNC,54.49,2.124,17.65,60.61,8333.2,9,28.02,60.38,0.0104,0
MCH-CNC-1000,CNC,59.94,2.093,18.88,50.79,8407.5,10,27.65,66.28,0.2501,0
MCH-CNC-1000,CNC,55.63,2.266,18.74,69.6,8477.9,10,29.16,50.73,0.2027,0
MCH-CNC-1000,CNC,46.21,2.115,12.53,46.21,8546.6,10,29.81,60.73,0.1323,0
MCH-CNC-1000,CNC,52.86,2.411,17.27,77.94,8603.9,10,27.99,59.9,0.2502,0
MCH-CNC-1000,CNC,55.39,1.699,17.84,59.72,8669.0,10,22.54,51.93,0.061,0
MCH-CNC-1000,CNC,57.77,2.01,17.58,59.15,8732.4,10,28.89,62.4,0.0334,0
MCH-CNC-1000,CNC,51.88,2.331,17.38,48.67,8798.4,10,29.78,60.56,0.1028,0
MCH-CNC-1000,CNC,56.04,2.26,18.69,65.3,8841.7,10,22.38,58.97,0.294,0
MCH-CNC-1000,CNC,57.52,1.987,17.54,67.45,8898.4,10,33.92,76.53,0.1694,0
MCH-CNC-1000,CNC,55.74,2.222,19.55,61.7,8940.0,10,28.52,64.89,0.1672,0
MCH-CNC-1000,CNC,54.23,2.031,19.48,61.0,8999.8,10,29.36,63.04,0.1176,0
MCH-CNC-1000,CNC,59.05,2.308,16.81,72.76,9053.0,10,26.0,35.14,0.2851,0
MCH-CNC-1000,CNC,54.07,2.249,18.39,58.77,9098.8,10,30.48,59.08,0.1369,0
MCH-CNC-1000,CNC,58.72,2.457,15.77,58.8,9142.9,10,19.28,55.43,0.2625,0
MCH-CNC-1000,CNC,60.98,2.667,19.37,57.95,9206.4,11,29.94,48.66,0.4923,0
MCH-CNC-1000,CNC,61.16,2.183,20.41,67.62,9253.2,11,24.18,66.69,0.4004,0
MCH-CNC-1000,CNC,58.86,2.16,18.04,58.14,9330.2,11,30.17,43.53,0.2649,0
MCH-CNC-1000,CNC,55.19,2.367,19.63,82.25,9393.5,11,22.49,72.66,0.3565,0
MCH-CNC-1000,CNC,60.5,2.502,20.27,61.7,9447.4,11,33.82,49.52,0.5217,0
MCH-CNC-1000,CNC,57.69,2.487,18.13,66.82,9511.0,11,33.78,54.07,0.3474,0
MCH-CNC-1000,CNC,56.63,2.476,17.48,56.12,9551.9,11,28.91,70.83,0.3079,0
MCH-CNC-1000,CNC,58.57,3.014,20.37,62.46,9630.3,11,29.73,55.74,0.5491,0
MCH-CNC-1000,CNC,59.46,2.203,17.82,69.14,9689.5,11,26.89,47.85,0.2581,0
MCH-CNC-1000,CNC,63.43,2.715,19.28,73.97,9760.9,11,34.32,60.93,0.7057,1
MCH-CNC-1000,CNC,65.13,3.039,21.32,69.19,9804.2,11,30.08,41.83,0.8047,1
MCH-CNC-1000,CNC,57.69,2.501,22.49,71.37,9863.6,11,33.95,51.74,0.5288,0
MCH-CNC-1000,CNC,61.39,2.808,20.79,73.96,9923.3,11,26.55,59.22,0.6919,0
MCH-CNC-1000,CNC,63.82,2.818,19.68,63.25,10000.8,12,27.26,51.76,0.7418,1
MCH-CNC-1000,CNC,62.53,2.782,17.79,58.22,10063.6,12,26.95,46.77,0.6171,0
MCH-CNC-1000,CNC,62.68,3.281,21.16,65.92,10122.6,12,27.64,55.05,0.7264,1
MCH-CNC-1000,CNC,56.57,2.333,20.39,65.98,10173.3,12,30.76,60.68,0.2598,0
MCH-CNC-1000,CNC,66.95,3.281,21.61,73.81,10226.5,12,29.09,48.26,0.816,1
MCH-CNC-1000,CNC,64.58,3.012,23.68,46.75,10287.3,12,22.33,40.76,0.7801,1
MCH-CNC-1000,CNC,63.84,18.0,20.12,59.71,10344.9,12,37.83,76.62,0.7965,1
MCH-CNC-1000,CNC,61.51,2.516,21.56,58.86,10385.8,12,27.66,35.8,0.5972,0
MCH-CNC-1000,CNC,65.76,3.238,22.49,56.52,10458.8,12,31.42,45.4,0.7836,1
MCH-CNC-1000,CNC,65.63,2.754,21.53,70.26,10534.7,12,30.45,53.31,0.7459,1
MCH-CNC-1000,CNC,69.04,3.129,23.26,83.05,10580.3,12,35.84,40.26,0.8735,1
MCH-CNC-1000,CNC,70.83,2.927,20.28,63.93,10642.4,12,29.68,53.77,0.7643,1
MCH-CNC-1000,CNC,64.71,3.07,21.08,86.32,10686.8,12,29.19,65.64,0.874,1
MCH-CNC-1000,CNC,66.53,3.108,18.56,57.29,10753.7,12,20.76,28.0,0.7091,1
MCH-CNC-1000,CNC,71.42,3.348,24.6,71.84,10804.9,12,31.13,44.19,0.8949,1
MCH-CNC-1000,CNC,69.99,3.227,23.64,73.33,10871.3,13,25.8,41.53,0.898,1
MCH-CNC-1000,CNC,68.42,3.537,21.74,69.26,10940.4,13,30.28,62.42,0.778,1
MCH-CNC-1000,CNC,72.34,3.177,25.59,65.04,11011.1,13,32.18,55.82,0.8254,1
MCH-CNC-1000,CNC,63.44,3.465,20.86,77.27,11055.4,13,34.07,45.44,0.868,1
MCH-CNC-1000,CNC,67.05,3.367,24.5,69.47,11132.1,13,34.96,49.21,0.8543,1
MCH-CNC-1000,CNC,69.87,3.833,22.8,69.63,11181.3,13,27.54,44.97,0.7942,1
MCH-CNC-1000,CNC,71.88,3.811,25.91,81.86,11222.8,13,26.5,59.48,0.9452,1
MCH-CNC-1000,CNC,70.36,3.492,26.16,73.42,11285.0,13,27.13,69.32,0.8603,1
MCH-CNC-1000,CNC,64.6,3.95,23.96,72.76,11339.8,13,22.69,54.72,0.9154,1
MCH-CNC-1000,CNC,73.47,3.801,23.34,67.84,11413.0,13,19.48,58.09,0.8536,1
MCH-CNC-1000,CNC,66.63,3.59,22.4,63.52,11485.3,13,28.21,29.99,0.8207,1
MCH-CNC-1000,CNC,73.97,3.752,20.55,63.52,11538.0,13,32.93,21.66,0.8326,1
MCH-CNC-1000,CNC,6000.0,4.108,23.39,74.96,11616.1,13,30.26,77.03,0.8488,1
MCH-CNC-1000,CNC,73.55,3.46,26.32,65.89,11667.8,14,25.76,54.73,0.9027,1
MCH-CNC-1000,CNC,73.46,4.235,25.11,59.51,11728.4,14,27.5,63.9,0.8004,1
MCH-CNC-1000,CNC,69.91,4.246,25.21,75.76,11778.6,14,35.44,60.62,0.9151,1
MCH-CNC-1000,CNC,81.62,3.958,23.74,76.13,11856.1,14,29.76,48.68,0.9,1
MCH-CNC-1000,CNC,80.77,4.159,23.97,80.28,11902.6,14,27.56,51.97,0.8891,1
MCH-CNC-1000,CNC,70.32,4.206,28.07,76.93,11944.4,14,26.5,48.91,0.8619,1
MCH-CNC-1000,CNC,73.79,4.026,26.71,59.58,12001.8,14,31.45,50.44,0.8158,1
MCH-CNC-1000,CNC,71.53,4.576,27.34,81.37,12081.5,14,21.94,64.95,0.8763,1
MCH-CNC-1000,CNC,70.45,4.209,26.15,78.38,12157.2,14,28.71,58.49,0.9813,1
MCH-CNC-1000,CNC,79.3,3.395,25.26,72.86,12227.1,14,20.99,56.13,0.8578,1
MCH-CNC-1000,CNC,72.72,4.395,24.49,69.05,12302.8,14,33.91,48.49,0.9219,1
MCH-CNC-1000,CNC,70.72,4.892,26.9,73.21,12378.5,14,30.3,38.08,0.9252,1
MCH-CNC-1000,CNC,75.72,4.311,25.4,70.27,12439.3,14,30.78,58.07,0.8895,1
MCH-CNC-1000,CNC,77.02,4.565,25.64,92.99,12491.9,14,21.73,70.13,0.9267,1
MCH-CNC-1000,CNC,74.84,5.119,27.89,83.17,12562.8,15,28.11,52.39,0.9285,1
MCH-CNC-1000,CNC,78.93,4.909,26.81,68.35,12629.3,15,31.3,66.05,0.8963,1
MCH-CNC-1000,CNC,80.35,4.446,25.27,68.94,12684.2,15,21.46,57.84,0.8672,1
MCH-CNC-1000,CNC,77.15,3.68,24.93,85.1,12728.0,15,25.34,59.33,0.8643,1
MCH-CNC-1000,CNC,83.14,4.562,27.37,94.98,12797.8,15,34.07,51.32,0.8672,1
MCH-CNC-1000,CNC,78.2,4.797,26.91,73.46,12848.3,15,33.87,53.63,0.9561,1
MCH-CNC-1000,CNC,79.81,5.219,27.74,84.57,12925.8,15,25.1,44.75,0.8199,1
MCH-CNC-1000,CNC,82.85,4.734,25.4,66.23,12975.5,15,22.29,33.79,0.8592,1
MCH-CNC-1000,CNC,83.62,4.757,24.08,75.83,13020.4,15,27.35,80.15,0.8961,1
MCH-CNC-1000,CNC,79.43,5.312,28.27,82.11,13093.6,15,28.46,58.96,0.9277,1
MCH-CNC-1000,CNC,78.53,5.102,25.67,80.47,13139.7,15,28.71,47.6,0.8675,1
MCH-CNC-1000,CNC,79.44,4.556,27.34,69.26,13186.9,15,29.29,41.2,0.882,1
MCH-CNC-1000,CNC,78.12,4.747,27.06,88.93,13250.9,15,29.32,52.46,0.9379,1
MCH-CNC-1000,CNC,75.7,4.943,31.13,79.64,13325.9,15,28.27,61.58,1.0232,1
MCH-CNC-1000,CNC,76.39,4.49,28.58,73.1,13373.7,16,33.25,51.22,0.8997,1
MCH-CNC-1000,CNC,78.93,4.208,28.05,77.56,13426.1,16,26.3,67.95,0.9613,1
MCH-CNC-1000,CNC,82.58,4.432,29.46,83.75,13497.2,16,29.24,66.78,0.8759,1
MCH-CNC-1000,CNC,89.47,4.823,29.79,66.06,13576.1,16,24.28,73.2,0.9037,1
MCH-CNC-1000,CNC,86.32,5.221,28.64,90.71,13636.1,16,27.05,33.63,0.9368,1
MCH-CNC-1000,CNC,85.81,5.308,26.58,74.25,13681.9,16,25.67,50.61,0.8981,1
MCH-CNC-1000,CNC,82.63,5.009,30.22,86.76,13722.5,16,27.42,50.3,0.9394,1
MCH-CNC-1000,CNC,82.42,4.923,27.79,75.45,13771.6,16,23.35,56.94,0.9619,1
MCH-CNC-1000,CNC,80.46,5.313,29.0,83.51,13816.9,16,27.95,37.56,0.9365,1
MCH-CNC-1000,CNC,85.67,5.653,26.15,83.79,13884.0,16,32.76,53.16,0.9083,1
MCH-CNC-1000,CNC,83.82,5.348,27.17,62.51,13928.9,16,31.77,43.18,0.824,1
MCH-CNC-1000,CNC,82.13,4.999,29.47,75.67,13989.1,16,29.51,60.43,0.9337,1
MCH-CNC-1000,CNC,87.36,5.934,28.27,81.32,14056.9,16,32.53,70.17,0.9557,1
MCH-PUM-1001,Pump,51.33,2.378,13.51,65.65,1392.7,1,20.32,60.72,0.0,0
MCH-PUM-1001,Pump,50.12,2.884,11.66,51.18,1444.3,1,29.1,54.91,0.1409,0
MCH-PUM-1001,Pump,48.61,2.766,15.12,68.39,1516.2,1,26.96,29.71,0.1033,0
MCH-PUM-1001,Pump,53.67,2.758,12.94,69.72,1592.5,1,31.44,73.71,0.2519,0
MCH-PUM-1001,Pump,49.32,2.799,14.07,57.18,1664.6,1,29.66,61.94,0.0694,0
MCH-PUM-1001,Pump,50.66,2.397,15.77,58.7,1715.2,2,25.65,55.13,0.094,0
MCH-PUM-1001,Pump,45.51,1.976,11.55,65.23,1766.2,2,23.53,50.39,0.0,0
MCH-PUM-1001,Pump,6000.0,2.593,13.64,69.7,1816.4,2,29.9,46.7,0.4006,1
MCH-PUM-1001,Pump,51.18,1.941,14.79,57.41,1861.8,2,33.65,67.29,0.1154,0
MCH-PUM-1001,Pump,50.47,2.416,14.81,62.4,1939.5,2,28.94,65.46,0.116,0
MCH-PUM-1001,Pump,48.15,2.022,12.72,52.2,1995.6,2,30.92,76.71,0.1422,0
MCH-PUM-1001,Pump,45.12,2.79,15.71,61.8,2044.6,2,28.41,30.91,0.1682,0
MCH-PUM-1001,Pump,46.81,2.58,12.13,68.8,2118.5,2,32.1,45.6,0.1185,0
MCH-PUM-1001,Pump,43.53,2.393,13.3,54.14,2174.4,2,29.81,49.6,0.0,0
MCH-PUM-1001,Pump,48.34,2.929,14.72,150.0,2215.8,2,30.48,41.07,0.3177,1
MCH-PUM-1001,Pump,50.44,2.312,14.52,59.54,2262.3,2,30.04,61.62,0.0212,0
MCH-PUM-1001,Pump,53.57,1.281,13.26,72.18,2327.9,2,26.73,37.41,0.1527,0
MCH-PUM-1001,Pump,53.08,1.731,15.35,64.61,2399.2,2,23.23,48.0,0.1857,0
MCH-PUM-1001,Pump,52.6,2.793,11.94,62.17,2447.6,2,24.55,70.52,0.2089,0
MCH-PUM-1001,Pump,54.81,2.487,12.61,60.26,2524.3,3,24.79,39.7,0.1076,0
MCH-PUM-1001,Pump,46.32,1.628,13.54,52.38,2598.4,3,24.99,44.09,0.0,0
MCH-PUM-1001,Pump,56.0,2.523,14.29,52.57,2672.3,3,25.38,57.58,0.2413,0
MCH-PUM-1001,Pump,52.72,2.019,13.66,60.9,2721.4,3,28.66,47.31,0.0811,0
MCH-PUM-1001,Pump,49.29,2.206,14.58,66.67,2763.4,3,27.65,49.83,0.0,0
MCH-PUM-1001,Pump,49.29,2.377,14.13,76.88,2838.1,3,22.64,64.24,0.0746,0
MCH-PUM-1001,Pump,50.65,3.13,14.59,66.19,2890.4,3,25.76,55.37,0.2362,0
MCH-PUM-1001,Pump,47.64,2.384,14.24,59.63,2955.1,3,24.77,38.68,0.0281,0
MCH-PUM-1001,Pump,51.64,2.593,15.16,65.62,3025.5,3,29.57,58.65,0.1696,0
MCH-PUM-1001,Pump,48.41,3.386,13.46,60.34,3070.6,3,29.74,58.02,0.2864,0
MCH-PUM-1001,Pump,53.37,2.462,12.67,73.32,3141.9,3,30.5,39.83,0.131,0
MCH-PUM-1001,Pump,51.98,2.496,15.91,66.12,3219.4,3,27.89,47.08,0.1467,0
MCH-PUM-1001,Pump,51.43,2.506,13.05,65.91,3288.6,3,27.72,39.0,0.0991,0
MCH-PUM-1001,Pump,51.7,1.459,14.25,61.65,3346.2,4,33.23,49.08,0.0671,0
MCH-PUM-1001,Pump,48.81,2.545,14.88,61.76,3421.3,4,31.99,43.08,0.058,0
MCH-PUM-1001,Pump,52.77,2.764,16.3,59.66,3482.4,4,22.48,43.07,0.2152,0
MCH-PUM-1001,Pump,51.49,2.541,12.65,70.37,3552.2,4,23.1,68.91,0.1026,0
MCH-PUM-1001,Pump,51.1,2.733,13.41,52.33,3625.0,4,25.59,41.89,0.1267,0
MCH-PUM-1001,Pump,6000.0,2.609,14.46,62.84,3695.0,4,27.31,66.57,0.2717,1
MCH-PUM-1001,Pump,49.41,2.363,12.31,51.16,3746.5,4,26.95,55.68,0.0,0
MCH-PUM-1001,Pump,49.9,2.522,11.41,58.59,3791.2,4,29.63,59.64,0.0,0
MCH-PUM-1001,Pump,50.48,2.909,14.93,64.33,3840.7,4,26.13,47.45,0.2171,0
MCH-PUM-1001,Pump,50.59,2.752,14.16,70.73,3900.8,4,28.38,64.42,0.0675,0
MCH-PUM-1001,Pump,47.59,1.777,15.85,150.0,3961.0,4,21.14,46.43,0.1929,1
MCH-PUM-1001,Pump,49.16,2.295,15.68,57.67,4024.4,4,24.81,57.54,0.1189,0
MCH-PUM-1001,Pump,51.49,2.864,14.24,68.43,4080.2,4,26.96,55.75,0.1987,0
MCH-PUM-1001,Pump,50.65,2.809,14.67,65.31,4151.6,4,24.76,55.81,0.1364,0
MCH-PUM-1001,Pump,50.58,3.383,13.37,67.96,4228.2,5,32.27,56.18,0.3223,0
MCH-PUM-1001,Pump,48.87,2.63,13.04,62.54,4278.0,5,29.0,65.16,0.1014,0
MCH-PUM-1001,Pump,53.78,2.462,13.6,83.93,4347.5,5,29.58,46.37,0.2226,0
MCH-PUM-1001,Pump,47.17,2.875,13.56,65.89,4414.6,5,27.75,63.78,0.0413,0
MCH-PUM-1001,Pump,46.77,2.59,14.72,67.33,4475.5,5,24.76,63.13,0.1347,0
MCH-PUM-1001,Pump,48.44,2.122,15.56,69.43,4523.1,5,30.42,69.97,0.1366,0
MCH-PUM-1001,Pump,44.87,2.205,13.26,59.04,4594.9,5,23.69,51.4,0.0148,0
MCH-PUM-1001,Pump,51.01,2.521,14.58,68.55,4673.3,5,30.41,50.52,0.0232,0
MCH-PUM-1001,Pump,50.7,1.755,12.8,52.82,4742.2,5,28.07,53.54,0.0266,0
MCH-PUM-1001,Pump,56.03,2.72,14.87,58.48,4818.9,5,24.0,55.44,0.2707,0
MCH-PUM-1001,Pump,44.43,2.428,14.02,63.49,4898.3,5,24.75,48.53,0.0,0
MCH-PUM-1001,Pump,50.27,2.742,15.3,62.94,4952.3,5,26.18,60.25,0.1495,0
MCH-PUM-1001,Pump,48.7,2.816,15.18,74.04,5017.9,6,35.11,44.6,0.1989,0
MCH-PUM-1001,Pump,50.03,2.461,13.22,54.6,5076.8,6,28.37,45.78,0.0008,0
MCH-PUM-1001,Pump,47.62,2.06,14.28,66.06,5156.3,6,30.32,81.23,0.0855,0
MCH-PUM-1001,Pump,51.46,2.069,12.46,76.08,5200.0,6,24.31,42.47,0.1266,0
